"screen_name","text"
"Dave33932108","@tedcruz A capitalist solution to anti Vaxers: I f youâ€™ve refused a vaccine and you contract a disease then insurance companies are not allowed to pay your bill. This prevents responsible citizens from incurring health care cost increases."
"9_flynn","@clevelanddotcom Itâ€™s anti-mandate not anti-vaccine, there is a difference."
"JL_Steele","I donâ€™t understand this â€œanti-vaxxerâ€ term the left is trying to stigmatize people with. Iâ€™m not anti-vax at all. I believe you have the right to take every  vaccine and booster you want to; take â€˜em all if it makes you feel good about yourself. Iâ€™ll never try to stop you."
"Hateman20","â€œI thought I was immortalâ€: The heartbreaking story of the anti-vaccine super athlete who died fromÂ Covid-19 https://t.co/AZnSH3KdM3"
"SAINTNET1","@BKGlueGuys I guess my question is if a plant based vaccine is passed and it makes all those super organic vegan based people and even anti vaxxers take it isnâ€™t that a good thing?"
"CuseWaterBoy","@sheleyhouse Delta changed the game and so many on left wanted to blame those on right for being anti vax or hesitant while ignoring global vaccine equity. Not 1 variant of note has come from US all come from abroad in areas with low vaccine rates and availability"
"foofdawg","@TalonXavier_ @ktibus @xrp_news @tenebra99 @ToTheLifeboats @doritmi @crabb_vicki @SatvaBody @brian_abramson @calnbg @LeeKurtiss @The_Seeadler @andyoakes There are going to be some adverse events after vaccination but that doesn't necessarily mean they were caused by the vaccine. People have strokes and heart attacks all of the time without vaccination. Every adverse event is going to be promoted by anti vaxxers"
"carphunter7124","@LetDBTellYou @Joziqueen66 @bonglez @Radio702 Tbh, antivaxer is such a dirty word, it implies I am anti any vaccine, I am not , I am anti COVID preparation, as it does not do what a true vaccine does, it's a prophelaxis at best comparable to ivermectin and vitamins, it MIGHT save you from death and serious illness"
"PoliticsOfFear","Itâ€™s not easy for your fanboys to pretend you are not an anti-vaxxer with tweets like this. 

Just get the fucking vaccine. https://t.co/EVbb8rbmIz"
"JeanneBartram","Israel's prominent anti-vaccine activist Hai Shaulian dies of COVID-19 #REPUBLIC @republic https://t.co/BIkl1uTzI2"
"JeanneBartram","Facebook removes anti-vaccine 'fake news' in Israel, government says https://t.co/177NRoNAcH"
"b_sheres","@GOP What policies? Pro-Covid, anti-mask, anti-vaccine, anti-life?"
"WhySoSe62537748","@cjsbishop Mate just had shingles &amp; took anti-viral pills. Was told he cant have the shingles vaccine for 12 months. What is the protocol once you've caught Covid, had the anti-viral pills &amp; then having the booster vaccine to renew your Vaccine Pass? Is there also a 12 month wait time?"
"lonestarmoocher","In October, a conference filled with anti-vaccine activists in Nashville, Tenn., received a high-profile political guest: former President Donald Trump's son Eric Trump. 
Was this suppose to Help the Anti-Vaxxers ?? ERIC ??"
"itsTheShley","Why do 90% of the anti-vaxxers I see also work in or promote some kind of lip filler shite? Like damn you don't want this worldwide approved vaccine needle but you'll let Natasha from next door syringe fucking oily shite in your face?!"
"mbillips","@PrisonPlanet Vaccine mandates are a basic part of a functioning society and have been for more than 200 years. Although, to be fair, there have been idiot anti-vaxxers complaining about them for just as long."
"OldLadyinAPew","""You're advocating anti-pro-life vaccine"".  Dr."
"SuperCelebrity","@ElValuador @davideisaacson @MattWalshBlog â€˜Peacefully.â€™ https://t.co/tYXt17QXWY"
"WYSIWYG_2018","Just a little something for all you vaccine mandate and lock-out fascists. Instead of engaging identity politics to label people â€œAnti-Vaxxersâ€ how about calling them â€œInformed Cynicsâ€ instead? https://t.co/TLVBed6fJ8"
"katietighe","Happening Now: Anti-Mandate protest outside NYC Health Department at Foley Sq. Come sign the #petition against #VaccineMandates for #kids.

#Medical #freedom #COVID19 #Omicron #vaccine #vaccination #privacy #privacymatters #NoVaccinePassports #DeBlasio  https://t.co/7qg8C9YbYx"
"cmakg","We have to be so grateful for the vaccine...instead anti vaccine Americans are refusing them..medics have to trash the xtra vaccines while some counties don't have enough The press is not reporting the atrocious vaccine trashing.shameful https://t.co/3dbkv1ITKK"
"HeartGodric","@morenoa128 @denisewu Surprisingly, despite the views of my cousins, most of them are vaccinated. Only the one who loves Putin and the one who married a Southern belle are not. The latter is a committed anti-vaxxer, while the other one would only take the Russian vaccine."
"TheJaneevil","GOOD ! THE REST OF US ARE OVER THE WHINING, MORONIC ANTI VAXXERS WHOâ€™S STUPIDITY IS HELPING KEEP COVID GOING! New York City to mandate Covid vaccines for all private sector workers
https://t.co/oDF9SO1hDg"
"Joe9901Joe","@piersmorgan Haha <U+0001F602> even the vaccinated are flaming you on this one. Got to be the dumbest tweet Iâ€™ve seen from you in a while. PS people that are anti covid vaccine are not necessary anti vaxxer and have had many other well tested vaccines with lots of safety data on them."
"stocks1415","@ACInvestorBlog Too many red hats over here listening to Fox News and anti vaccine Facebook groups ran by Karen down the street, toting an associates degree from the local community college, telling her Karen friends the vaccine isnâ€™t safe. Itâ€™s a vicious echo chamber."
"Candacenyc2phx","@joncoopertweets <U+0001F64B><U+0001F3FE><U+200D><U+2640><U+FE0F> I do <U+203C><U+FE0F>. #DeathSantos needs to go for the health and safety of Floridians!
1.  Alternative treatment s instead of the free vaccines!
2.  Anti-vaccine policies
3.  Fascist militia Instead of National Guard
4.  Lover of tfg <U+0001F922><U+0001F922><U+0001F922><U+203C><U+FE0F>"
"adsthead","@bish_steve @mattletiss7 I am 100 percent not anti vaxx as I've previously stated. I have had plenty of vacancies in my lifetime. Choosing not to have one vaccine does not make any one anti vaxx and as for being gobby. Having an opinion doesn't make any one gobby"
"JVER2ME","<U+0001F1FA><U+0001F1F8><U+0001F31F><U+2764><U+FE0F><U+0001F31F><U+0001F1FA><U+0001F1F8>

<U+0001F525>This lib insist Conservative demands that our government respect our #Constitution and #BillOfRights is 
somehow in â€œhisâ€ words:
<U+0001F525>
â€œThe Right Wants to 
FREEDOM Us to Deathâ€ 
<U+0001F525>

Using @RonDeSantisFL 
as an exampleâ€¦

<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>

https://t.co/qsUimY26h9 

."
"DavidGr30214992","You can be pro vaccine AND anti mandates. I certainly am. 

NYC Comrade DeBlasio is way over the line here. He does not have this authority. 

https://t.co/NWLzzAErWV"
"fossilfreenu","capitalistic biomedical and pharmaceutical industries to eliminate disease via vaccine technology, rather than to fully address the root causes of emergent diseases (climate change) &amp; disparities in health (anti-Black racism &amp; colonialism)."
"now_1984is","@edgarmat @AOC @HouseGOP @GOPLeader @DNC @GOP Nope - not true. @GOP is the party of all people who are sick of the Wokeness, the Newspeak, the anti-Patriotism, the Cancel Culture, Biden's Lies &amp; Demented Gaffes, a Corporate Media acting as Propaganda for the Left, CRT, Vaccine Mandates, Anti-Baby Killing, Pro-Constitution."
"WesternCivic","@WhirlwindWisdom @caitoz ""Anti-vaxxer or Antifa"" is a false would-be ""dichotomy of opposition."" In Europe Antifa marches, quite naturally, against vaccine mandates and green passes. -in Seattle and Portland increasingly as well.  As vaccine mandates and creating a 2-tiered society are obviously fascist. https://t.co/0g7pp9ip2D"
"_timos_","Ohio Attorney General Dave Yost reviewing language for proposed anti-vaccine ballot initiative - https://t.co/DNqW5dcoPd https://t.co/jhzfcQ7b5Q #strategy #competitiveintelligence #marketing #healthcare #pharmaceutical #competitivemarketing #pharma #biotech https://t.co/IdG1yr0s21"
"Bmilhouse","@WilliamHoyle_ @sevenofnine2011 @stillgray @DomCatholic Hey, Captain LowVoltage, even schools give exemptionsâ€¦ and the debate is that the arbitrary definition change made some people anti-vaccine, when theyâ€™ve clearly had two f*cking vaccines. <U+0001F926><U+0001F3FB>"
"Z0mbie10","The media wants to label Trevor Noah as an anti-vaxer now. Our institutions are just as broken as the mainstream media and the moment someone questions Covid or the vaccine itâ€™s considered conspiracy theory https://t.co/64LCSdgGcg"
"ImpeachmentHour","Netsâ€™ Kyrie Irving doesnâ€™t trust the COVID-19 vaccine due to his own medical history, report says https://t.co/y1We9T4rew"
"KTOOpubmedia","As America heads into midterm elections next year, the political right and the anti-vaccine movement are drawing closer together. The alliance promises to give both sides more power, but the cost could be thousands of lives.
https://t.co/RtSHe9PdaP"
"RJDownard","Not a surprise but still something to cringe over https://t.co/lhbjXpJ984"
"bish_steve","@adsthead @mattletiss7 Itâ€™s passed more safety tests than any previous vaccine. 
And yes, you are anti-vaxx. 
Like the rest of the gobby minority youâ€™re part of the problem."
"ING_Economics","Political and social tensions currently in Belgium will no doubt last longer than the latest anti-Covid measures.
https://t.co/3UZsCDDyGd"
"LeftJab4","""But as America heads into midterm elections next year, the political right and the anti-vaccine movement are drawing ever-closer together...but the cost is potentially thousands of American lives."" https://t.co/hRCruffB64"
"Godslightangel7","@Vanessa76_1 @4_joc1 @tallnblonde1 @LeeSteelLaw @ThereseOSulliv2 @lostandlovinit @LindaRosenbaum2 @RichOnRadio @SuspendThis73 @Gangstakittyboo @MTStringer1 @poopantsbiden @waywardmegan15 @BeckLuvsBunnies @Tom60962627 @Nguyen_anime3 @izmks16 @Sarah20hays @DesnoyerRobert @dogsdontliket @ghost321 @chrisg409ubc @Klee34036780 @Anti_MagatCult @Saorsa1776 @Annie20554592 @jaginator @Montgom53424622 @TJ2020landslide @MissElizabethA @kempmat27 @theProgEqualist @GhoulishMacabre @MattLevine123 @PhunkJunkeyUSA @4JOC1 @jyurgealitis @TwatterisPravda @AnglerLouisiana @1Quetzalcoatl1 @sammk1964 @tabbybr63521322 @janos712 @dnwltrs_walters @CAParalegalServ @toooomanytweets @najjar_richard @ScelzoRp @GeorgeF19068934 @dncvoterfraud You do realize not everyone can get the vaccine correct? There are medical conditions where they are not able to get it or allergies to whatâ€™s in it. Can I take something youâ€™re allergic to and call you a big baby and inject you with it?"
"52degreesN","Yes. And she also introduced a global audience to Wakefieldâ€™s anti-vax BS through her exclusive with Jenny McCarthy. 

That moment was seminal in spreading anti vaccine theories.<U+0001F6A9>

And I do love Oprah, but her platform was outrageously powerful back then. https://t.co/qfDBixiepi"
"ameliasimoneb","Every time I see someone justify being anti vaxx by stating someone who had the vaccine caught covid I actually want to rip my hair out in frustration"
"AndyHaw89285923","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/ghVRyfMeQH"
